Term	Description	p.Val	FDR	Phenotype	Gene_Hits	Gene_Total	Gene_Ratio	NES	Ionization
GLUCOSE AND GLUCOSE-1-PHOSPHATE DEGRADATION	GLUCOSE AND GLUCOSE-1-PHOSPHATE DEGRADATION	0.9214	0.9828	+1	1	14	0.0714285714285714	0.745	negative
GALACTOSE DEGRADATION I (LELOIR PATHWAY)	GALACTOSE DEGRADATION I (LELOIR PATHWAY)	0.9151	0.9828	+1	1	11	0.0909090909090909	0.7497	negative
LACTOSE DEGRADATION III	LACTOSE DEGRADATION III	0.9151	0.9828	+1	1	4	0.25	0.7497	negative
TREHALOSE DEGRADATION II (TREHALASE)	TREHALOSE DEGRADATION II (TREHALASE)	0.9151	0.9828	+1	1	8	0.125	0.7497	negative
SPHINGOSINE AND SPHINGOSINE-1-PHOSPHATE METABOLISM	SPHINGOSINE AND SPHINGOSINE-1-PHOSPHATE METABOLISM	0.9443	0.9828	-1	1	14	0.0714285714285714	-0.7183	negative
NORADRENALINE AND ADRENALINE DEGRADATION	NORADRENALINE AND ADRENALINE DEGRADATION	0.905	0.9828	+1	6	20	0.3	0.6468	negative
NICOTINE DEGRADATION IV	NICOTINE DEGRADATION IV	0.8469	0.9828	-1	3	30	0.1	-0.6967	negative
ACETYL-COA BIOSYNTHESIS III (FROM CITRATE)	ACETYL-COA BIOSYNTHESIS III (FROM CITRATE)	0.8025	0.9828	+1	1	7	0.142857142857143	0.8229	negative
GLYCOLYSIS I	GLYCOLYSIS I	0.8238	0.9828	+1	1	18	0.0555555555555556	0.8056	negative
CERAMIDE BIOSYNTHESIS	CERAMIDE BIOSYNTHESIS	0.9941	0.9995	-1	2	12	0.166666666666667	-0.3985	negative
ASPARAGINE DEGRADATION I	ASPARAGINE DEGRADATION I	1	1	+1	1	5	0.2	0	negative
