Term	Description	p.Val	FDR	Phenotype	Gene_Hits	Gene_Total	Gene_Ratio	NES	Ionization
TREHALOSE DEGRADATION II (TREHALASE)	TREHALOSE DEGRADATION II (TREHALASE)	0.8987	0.9768	+1	1	8	0.125	0.732	negative
SPHINGOSINE AND SPHINGOSINE-1-PHOSPHATE METABOLISM	SPHINGOSINE AND SPHINGOSINE-1-PHOSPHATE METABOLISM	0.9251	0.9768	-1	1	14	0.0714285714285714	-0.7109	negative
NORADRENALINE AND ADRENALINE DEGRADATION	NORADRENALINE AND ADRENALINE DEGRADATION	0.8972	0.9768	+1	6	20	0.3	0.6377	negative
GLUTATHIONE-MEDIATED DETOXIFICATION I	GLUTATHIONE-MEDIATED DETOXIFICATION I	0.7907	0.9768	+1	2	16	0.125	0.7927	negative
NICOTINE DEGRADATION IV	NICOTINE DEGRADATION IV	0.8226	0.9768	-1	3	30	0.1	-0.6923	negative
ACETYL-COA BIOSYNTHESIS III (FROM CITRATE)	ACETYL-COA BIOSYNTHESIS III (FROM CITRATE)	0.7954	0.9768	+1	1	7	0.142857142857143	0.8035	negative
GLYCOLYSIS I	GLYCOLYSIS I	0.8249	0.9768	+1	1	18	0.0555555555555556	0.7866	negative
VALINE DEGRADATION I	VALINE DEGRADATION I	0.9757	0.9918	-1	6	20	0.3	-0.5207	negative
2-OXOISOVALERATE DECARBOXYLATION TO ISOBUTANOYL-COA	2-OXOISOVALERATE DECARBOXYLATION TO ISOBUTANOYL-COA	0.9812	0.9919	-1	2	10	0.2	-0.4825	negative
CERAMIDE BIOSYNTHESIS	CERAMIDE BIOSYNTHESIS	0.9962	1	-1	2	12	0.166666666666667	-0.3926	negative
ASPARAGINE DEGRADATION I	ASPARAGINE DEGRADATION I	1	1	+1	1	5	0.2	0	negative
