feature_identifier	mz	mummichogID_hsa_biocyc
Row.556_77616	811.357833240615	
Row.557_3323	554.649381337131	
Row.558_92857	327.214215600712	
Row.559_135510	815.514385389727	
Row.560_82950	197.057058912127	
Row.561_43540	274.137882995126	
Row.562_69518	316.151479989966	C06171,CPD-7712,CPD-7713
Row.563_108061	534.316536518021	
Row.564_75966	386.195392097848	
Row.565_92381	231.135544580428	C00449
Row.566_130568	399.252483574781	
Row.567_101527	477.366716655334	CPD-11398,CPD-11401
Row.568_117691	413.073147203657	
Row.570_89797	327.141258142896	
Row.571_87643	221.114614420878	N-ACETYL-BETA-GLUCOSAMINYLAMINE,COPROPORPHYRINOGEN_I,COPROPORPHYRINOGEN_III,CPD-10050,CPD-10051,CPD-260,CPD-261,CPD-9762,C01499
Row.572_98084	257.078258085062	
Row.573_53920	167.103936859419	CPD-195
Row.574_60889	345.178009995998	
Row.575_101779	225.182353083451	
Row.576_74388	225.109331351968	CPD-10806
Row.577_86454	315.177796326838	
Row.578_80390	310.104665551065	S-HYDROXYMETHYLGLUTATHIONE,S-NORLAUDANOSOLINE
Row.579_89795	363.177701682839	
Row.580_111747	323.146502457533	
Row.581_3604	312.781901042564	
Row.582_93850	237.109532805343	CPD-7618,CPD-9976,CPD-9977,CPD0-1445
Row.583_4607	138.052371809118	CPD-10687,CPD-6124,C00763,HYALURONATE,PRO
Row.584_97689	253.153522936389	
Row.585_5327	98.0579745490525	
Row.586_59218	385.183745454983	
Row.587_2389	293.244667604324	ALPHA-ANDROSTAN-3BETA17BETA-DIOL,CPD-13179,5Z8Z10E14Z-12S-12-HYDROPEROXYICOS,5Z8Z11Z13E-15S-15-HYDROPEROXYICOS,6E8Z11Z14Z-5S-5-HYDROPEROXYCOSA-6,6Z8E10E14Z-5S12R-512-DIHYDROXYI
Row.588_38804	445.22060359786	
Row.589_104002	268.152074723256	ACETYL-ETCETERA-L-ASPARAGINE
Row.590_3329	175.118686219489	ARG
Row.591_69497	239.161299441751	
Row.592_78045	313.211324015733	17-BETA-HYDROXY-5ALPHA-ANDROSTAN-3-O,C00523
Row.593_106219	229.119766013961	CPD-7229
Row.594_107490	795.336142457139	
Row.595_96405	214.179879949803	CPD-7238
Row.597_124203	279.156456908416	CPD-11962
Row.598_80654	213.088224730762	CPD-371
Row.599_85135	224.104244773463	NALPHA-GAMMA-L-GLUTAMYLHISTAMINE,C00239
Row.600_112351	488.274710613092	GLYCOCHENODEOXYCHOLIC_ACID
Row.601_78889	236.088992626364	CPD-7650
Row.602_65216	256.130804449949	C01735,C05179
Row.603_119876	339.250719993076	
Row.604_59223	252.156773448999	
Row.605_94011	216.195618689861	
Row.607_84388	273.109428598528	
Row.608_3503	197.114594941113	CPD-371
Row.610_92991	309.167003067197	
Row.611_71288	222.146219233673	
Row.612_87191	305.639599616669	
Row.613_3295	706.523511901961	
Row.614_57316	298.104682060847	CPD-11406
Row.615_64591	268.130401298667	
Row.616_2967	398.761332866382	
Row.617_3660	376.731777744578	
Row.618_110211	268.152278327613	ACETYL-ETCETERA-L-ASPARAGINE
Row.619_49294	326.174082991355	C05322
Row.620_134584	313.234997972183	CPD-13092,CPD-13093,CPD-13094,CPD-13089,CPD-13090,CPD-13091,CPD-730
Row.621_86934	415.230729937342	
Row.622_107180	231.135520322429	C00449
Row.623_52758	593.242174450055	
Row.624_61933	613.319890457758	
Row.625_76340	238.177444123489	
Row.626_81431	221.164493608836	
Row.627_81938	287.161557150863	
Row.628_124322	391.164561796977	
Row.629_57273	189.037045423772	
Row.630_104916	220.169436430925	
Row.631_52682	409.158049395666	
Row.632_111563	260.185499987212	
Row.633_78405	322.162616009161	
Row.634_2440	239.161353165974	
Row.635_79717	269.171941140162	DODECANOATE
Row.636_54629	250.142520045052	
Row.637_97521	312.12060257993	
Row.638_57576	509.293444237662	
Row.639_88958	268.130514757984	C01516
Row.640_130760	439.266613492883	
Row.641_115047	407.146660224143	
Row.642_70520	233.077957598641	ARG
Row.643_102219	249.088556639078	CPD-14602,CPD-14604,CPD-731
Row.644_68699	267.156188287631	
Row.645_50239	279.085100004157	NALPHA-GAMMA-L-GLUTAMYLHISTAMINE
Row.646_57953	260.125317904188	
Row.647_5772	216.099327991809	C00475
Row.649_2358	209.114518115381	CPD-13397
Row.650_70808	285.166717096839	CPD-2752
Row.651_3712	140.903273686041	FE+2,FE+3
Row.652_83882	366.167519116612	
Row.653_42943	528.24858871143	TAUROLITHOCHOLATE-SULFATE
Row.654_58754	343.172625467415	
Row.655_98381	273.109533287053	
Row.656_2718	265.213523086839	
Row.657_102104	287.088878492141	
Row.658_112508	197.151114679113	
Row.659_56146	283.187453030344	C02567
Row.660_3146	158.057432591206	C07565
Row.661_82864	357.188657629155	C01674
Row.662_96181	423.141469774212	
Row.663_65231	327.13137473313	
Row.664_121394	651.221535598004	
Row.665_2542	223.130044187944	
Row.666_61139	189.088320504346	C01149,AGMATHINE,CPD-9978
Row.667_90451	209.11454290835	CPD-13397
Row.668_90128	311.182632224472	CPD-12016
Row.669_81207	237.109409263617	CPD-7618,CPD-9976,CPD-9977,CPD0-1445
Row.670_117254	305.20867452587	C05294,ANDROST4ENE,CPD66-29,HYDROXY-915-DIOXOPROSTA-13-ENOATE
Row.671_4167	480.746901960184	
Row.672_2758	436.782586060193	
Row.673_51979	335.182559179173	
Row.674_45046	511.252919205868	
Row.675_67523	288.120276805262	S-NORLAUDANOSOLINE
Row.676_97576	335.182787779124	
Row.679_3537	530.652832349772	
Row.680_40635	406.161729844319	CDP-CHOLINE
Row.681_3974	141.052064249948	C01412,CPD-14642,CPD-7000
Row.682_82937	197.150994635662	
Row.683_74482	247.106865633106	CPD-1097,CPD-12022,CPD-14092,CPD-2743,CPD-3187,C01594
Row.684_62476	298.104642227552	CPD-11406
Row.685_63802	369.237675004241	STEARIC_ACID
Row.686_50699	274.179488280569	
Row.687_126116	313.234968051216	CPD-13092,CPD-13093,CPD-13094,CPD-13089,CPD-13090,CPD-13091,CPD-730
Row.688_3003	287.161598504017	
Row.689_55336	313.161900669919	CPD-7710
Row.690_68170	174.09109064908	CPD-12018,CPD-12021,C06526
Row.691_127927	544.338067587981	
Row.692_5361	684.689764140076	
Row.693_98885	111.041886855133	BUTYRIC_ACID
Row.694_3671	556.671879211474	
Row.695_118422	513.340087924707	
Row.696_71574	202.179823979927	
Row.697_96371	259.093920149033	
Row.698_56624	497.200787263036	CPD0-1081
Row.699_70664	249.145737109535	C00449
Row.700_86021	209.150872453168	C00449
Row.701_76048	257.171944582058	
Row.702_81310	183.135381773855	CPD-148
Row.704_109188	224.163109067582	
Row.705_78854	236.126231582709	CPD-13403
Row.706_132469	379.281976845157	CPD-13368,CPD-13368,CPD-12452
Row.707_116309	329.229881502148	
Row.708_21871	199.057424158618	2-KETO-3-METHYL-VALERATE,2K-4CH3-PENTANOATE
Row.709_2372	233.056965939234	L-GAMMA-GLUTAMYLCYSTEINE
Row.711_83967	241.177123876661	C00750
Row.713_66146	301.198296449942	
Row.714_119472	249.109723548346	CPD-14601
Row.715_3618	522.713875438887	
Row.716_77285	379.162269719732	CPD-316,CPD-11961
Row.717_108856	293.208554739687	CPD-11961
Row.718_15947	268.103700901602	C00212,C00330,C01136
Row.719_85165	174.09121591458	CPD-12018,CPD-12021,C06526
Row.721_134798	463.277424321853	
Row.724_79039	199.072443264019	CPD-7620,C00299
Row.725_116813	336.251302256859	
Row.726_64410	299.146027881141	C06171,CPD-7712,CPD-7713
Row.727_114869	239.16170210356	
Row.728_104521	231.135517447331	C00449
Row.729_97281	215.104109577506	C00756,C00214
Row.730_96799	295.236959517642	
Row.731_103629	253.190789217406	
Row.732_122060	281.060572185887	CPD-11831,CPD-12017
Row.733_133343	439.266479749139	
Row.734_81716	176.106907115127	C00475
Row.735_129330	489.340211623609	
Row.736_122646	223.166763742538	DODECANOATE
Row.737_99805	275.125186756443	CPD-14601,CPD-7229
Row.738_102232	257.172200524678	
Row.739_88839	311.146265870091	
Row.740_82932	409.18309428972	
Row.741_71645	247.093658022801	C00120,C00120,C00526
Row.742_68583	235.142501248483	
Row.743_128502	265.227262054384	
Row.744_106451	263.104120500154	C00120
Row.745_73248	307.200579659639	CPD-13525,CPD-13536,CPD-881,C00376
Row.746_103104	305.17226687363	
Row.747_65941	289.10427457059	
Row.748_118556	275.173533939915	
Row.749_3059	670.519927247767	
Row.750_114448	167.154212590736	
Row.751_134188	306.242350783523	
Row.752_106649	234.148099962587	
Row.753_109960	153.138581956508	
Row.754_69011	353.193343694566	
Row.755_2284	199.093877261576	CPD-8984,CPD-8984,CPD-7619
Row.756_68763	295.141559929067	
Row.757_118459	305.172277553901	
Row.758_2237	181.083208629145	
Row.759_86144	299.109901079491	
Row.760_103965	353.157151657218	C01674
Row.762_105304	296.125642096717	
Row.763_89896	370.147162328304	
Row.766_1373	131.08142425299	FORMYL-ISOGLUTAMINE,N-FORMIMINO-L-GLUTAMATE
Row.767_97650	221.114746508843	N-ACETYL-BETA-GLUCOSAMINYLAMINE,COPROPORPHYRINOGEN_I,COPROPORPHYRINOGEN_III,CPD-10050,CPD-10051,CPD-260,CPD-261,CPD-9762,C01499
Row.768_90124	255.156291621412	
Row.769_90318	185.057061063312	C02373,CPD-499,TRANS-2-HEXENOL
Row.770_99804	338.136083610182	ACETYL-ETCETERA-L-ASPARAGINE,ACETYL-ETCETERA-L-ASPARAGINE
Row.771_75900	278.211054029872	
Row.772_110618	305.114765927377	
Row.773_52113	467.26254107581	
Row.774_52565	580.311003891533	
Row.775_81712	425.251155944501	
Row.776_124573	445.313901822022	CPD-13297
Row.777_2475	157.083341063718	CPD-7032,CPD-7033
Row.778_2240	191.067617834739	CPD-13406,CPD-7035,HYDANTOIN-5-PROPIONATE
Row.779_33230	379.181786400666	CPD0-1028,C00353
Row.780_62600	339.141510205278	CPD-14601
Row.781_116485	453.167682010655	
Row.782_68156	287.173236909479	CPD-7836
Row.783_51331	356.194237581142	
Row.784_83975	282.167559592832	
Row.785_45715	609.310086093584	CPD-465
Row.786_72952	317.193488438627	
Row.787_103427	231.06261156025	
Row.788_131397	273.146158087425	
Row.789_109519	245.078292364679	C00299
Row.790_89383	189.088381992388	C01149,AGMATHINE,CPD-9978
Row.791_114280	359.219245359966	17-BETA-HYDROXY-5ALPHA-ANDROSTAN-3-O,5Z8Z10E14Z-12S-12-HYDROPEROXYICOS,5Z8Z11Z13E-15S-15-HYDROPEROXYICOS,6E8Z11Z14Z-5S-5-HYDROPEROXYCOSA-6,6Z8E10E14Z-5S12R-512-DIHYDROXYI,C00523
Row.792_112310	789.468594051711	
Row.794_2647	317.114744533041	7-8-DIHYDROPTEROATE,7-8-DIHYDROPTEROATE,CPD-11962
Row.795_108370	248.104477436971	C01735
Row.798_2506	185.041812122685	15-ANHYDRO-D-FRUCTOSE,2-KETO-ISOVALERATE
Row.799_62604	317.193618130009	
Row.800_76714	313.125411659037	
Row.801_106056	283.187853283961	C02567
Row.802_104045	233.057179141871	L-GAMMA-GLUTAMYLCYSTEINE
Row.803_2687	379.281570840197	CPD-13368,CPD-13368,CPD-12452
Row.804_82026	294.16761670914	CPD-465
Row.805_2171	124.073300810058	CPD-12763
Row.806_87956	280.188702206852	
Row.807_91238	373.219943945696	CPD-464
Row.808_89975	285.203350378921	
Row.810_100169	263.173220326781	
Row.812_114631	488.274636112803	GLYCOCHENODEOXYCHOLIC_ACID
Row.813_3087	255.156384363257	
Row.814_124603	283.237875971179	
Row.815_2361	240.859295935319	
Row.816_39834	541.2833861024	C00486
Row.817_102699	227.104030847597	C00931,CPD-14736
Row.818_98171	338.193658940875	
Row.819_71896	227.067401379262	C00475,C00299
Row.820_71146	319.15140543985	
Row.821_2342	293.150651898443	C00468
Row.822_62203	393.187577452904	
Row.824_117952	359.25550594793	
Row.825_58849	285.13031293566	C01735
Row.826_79441	207.148908664807	
Row.827_114744	311.219214964468	
Row.828_63536	293.184230945597	C00255
Row.829_104460	251.049960117219	PYRIDOXINE-5P
Row.830_86966	200.104221647394	CPD-13403,C00475,C00881
Row.831_134043	361.19016017195	5Z8Z11Z14Z17Z-EICOSAPENTAENOATE
Row.832_86946	285.203260910624	
Row.833_63588	269.126548072494	
Row.834_3583	227.139921069834	CPD-9700
Row.835_73176	448.243610247227	CPD3DJ-11366
Row.836_42947	656.355737698679	
Row.837_80145	243.206426649738	
Row.838_97210	297.203470058304	CPD-7836
Row.839_44362	635.2530222657	
Row.840_65980	208.13049211013	
Row.841_64653	290.135947899911	ACETYL-ETCETERA-L-ASPARAGINE
Row.842_36230	579.226353053298	
Row.843_1972	153.088334963184	CPD-7619,C08270
Row.844_2546	127.036571892487	C00207,CPD-12175,CPD-1843,CPD-335,CPD-665
Row.845_71598	240.195358342767	
Row.846_92633	367.136093396712	
Row.847_2366	243.135192756696	CPD-3482,CPD-3484,CPD-9700
Row.848_67282	233.078068138408	ARG
Row.849_124356	349.141122660422	CPD-12016
Row.851_42129	307.079794806901	T2-C4-DECADIENYL-COA,CPD-12014,CPD-541
Row.854_41256	528.278475620808	
Row.855_41382	509.220281960167	
Row.856_108146	211.166888812652	
Row.857_66513	546.244379382639	
Row.858_65164	349.161854774416	
Row.860_88573	257.114469108943	CPD-3483,CPD-7229,CPD-3617,CPD-5881,N-FORMYLKYNURENINE
Row.861_64643	305.099202153912	
Row.862_120780	137.057245462167	
Row.863_137260	544.337902799246	
Row.864_62836	300.194616475699	
Row.865_98165	289.177236896692	2-TRANS6-TRANS-FARNESAL,C01780,C00762,C00468
Row.866_2769	245.078144849814	C00299
Row.867_1250	104.107251649238	C00114,ILE,LEU
Row.868_125663	435.212122807908	
Row.869_66592	282.168314647907	
Row.870_129792	401.287468338476	
Row.871_101694	310.177828166001	
Row.872_3638	316.776096380896	
Row.873_68249	604.335878108452	
Row.874_3180	436.687704019268	
Row.875_58016	519.241164180376	
Row.877_3255	432.693529654731	
Row.878_98169	233.114718031074	CPD-731
Row.879_111141	235.166752845651	
Row.880_92705	210.146646198541	
Row.881_72692	258.109908722608	L-1-GLYCERO-PHOSPHORYLCHOLINE
Row.882_66656	347.182530743026	C02838
Row.883_101718	269.208605590432	
Row.884_62749	486.186413879277	CPD-14704
Row.885_112524	269.172135411669	DODECANOATE
Row.886_84613	185.057013387501	C02373,CPD-499,TRANS-2-HEXENOL
Row.887_67468	258.109925653922	L-1-GLYCERO-PHOSPHORYLCHOLINE
Row.888_101286	341.172537790189	CPD-352
Row.889_94750	499.230201950209	
Row.891_86669	205.119666705347	CPD-4886,CPD-8785,C00449
Row.892_2012	185.057032506254	C02373,CPD-499,TRANS-2-HEXENOL
Row.893_74179	372.179568944797	C05322
Row.894_104414	657.326190007574	
Row.895_2272	289.176919346149	2-TRANS6-TRANS-FARNESAL
Row.896_81004	299.219057404055	
Row.897_143598	244.205998514352	
Row.898_110341	737.331176077275	
Row.899_60314	245.114458698727	CPD-574,C00931
Row.900_30505	534.763832549776	
Row.901_78111	265.152337107033	
Row.903_56943	290.136060313257	ACETYL-ETCETERA-L-ASPARAGINE
Row.904_2332	165.088325032618	3-UREIDO-ISOBUTYRATE,ALA-GLY,GLN,C16673
Row.905_75886	249.072990562228	CPD-13518
Row.906_103862	223.16670657645	DODECANOATE
Row.907_64199	475.21470610445	
Row.908_2367	217.046750630912	1-L-MYO-INOSITOL-1-P,ALPHA-GLC-6-P,CPD-448,CPD-488,CPD-6701,CPD-6702,CPD-6746,D-HEXOSE-6-PHOSPHATE,D-MYO-INOSITOL-1-MONOPHOSPHATE,D-MYO-INOSITOL-4-PHOSPHATE,FRU1P,FRUCTOSE-6P,GALACTOSE-1P,GLC-1-P,GLC-6-P,MANNOSE-1P,MANNOSE-6P
Row.909_82801	254.144098823909	C00468
Row.910_110365	263.17312675858	
Row.911_111087	247.130373194979	7-8-DIHYDROPTEROATE
Row.912_1321	74.0969270517171	CPD-12763,VAL
Row.913_116355	370.29521032363	CPD-13612
Row.914_35427	415.101034364456	C00255
Row.915_102509	307.151589381092	
Row.917_3343	183.099002377361	CPD-7620
Row.918_117525	269.172134220572	DODECANOATE
Row.919_59257	553.319360286963	
Row.920_134419	317.11496346053	7-8-DIHYDROPTEROATE,7-8-DIHYDROPTEROATE,CPD-11962
Row.921_44284	525.287928172076	
Row.922_57117	364.173007273357	CPD-12581
Row.923_110695	244.2269917873	C02567
Row.924_98668	233.151186767983	C00449
Row.925_76640	229.083137522044	C00526,CPD-195
Row.926_13097	145.037189772661	2-KETO-GLUTARAMATE,C05572,C00153
Row.927_27659	533.201258390299	
Row.928_9927	169.09462534678	LYS,N1-METHYLADENINE
Row.929_108062	269.208526564871	
Row.930_41830	325.090281892528	NALPHA-GAMMA-L-GLUTAMYLHISTAMINE
Row.931_62962	249.072945584157	CPD-13518
Row.933_2592	142.947866388244	C07294
Row.934_89977	206.117327059212	
Row.935_55356	270.109696423976	
Row.936_43618	451.251026872878	
Row.937_86095	575.231669421671	
Row.939_88640	296.183055144819	
Row.940_79023	251.125057762188	
Row.941_80017	228.099174518068	C00881
Row.942_73170	201.05178874315	1-INDANONE,CPD-488,CPD-499
Row.944_135819	503.35586165662	
Row.945_2390	241.155823003274	
Row.946_76338	120.080810136153	4-3-PYRIDYL-BUTANOATE,CPD-12021,CPD-3194,NN-DIMETHYLANILINE-N-OXIDE,PHE,PHENYLETHANOLAMINE,C00483
Row.947_50727	469.278394081007	
Row.948_108130	268.18897843339	
Row.950_87467	288.156756292161	
Row.951_118997	245.151208531063	
Row.952_101746	282.204177210148	
Row.953_72734	283.141942687661	CPD0-1159
Row.954_103743	371.240693157633	13E-11-ALPHA-HYDROXY-915-DIOXOPROST-1,20-OH-LTB4,5Z13E-15S-1115-DIHYDROXY-9-OXOPROS,5Z13E-15S-69-ALPHA-EPOXY-11-ALPHA,5Z13E-15S-9-ALPHA15-DIHYDROXY-11-O,ALPHA-HYDROXY-915-DIOXOPROSTANOATE,ALPHA11-ALPHA-EPOXY-15-HYDROXYTHROMBA,PROSTAGLANDIN-H2
Row.955_120255	315.120394956618	7-8-DIHYDROPTEROATE
Row.957_42350	523.236664995504	
Row.958_36837	656.285962141477	
Row.959_2576	217.155830901385	
Row.960_62301	651.28452733727	
Row.961_2307	238.862183901468	
Row.962_83673	318.24251649835	
Row.963_2392	169.046874802404	CPD-548
Row.964_79799	233.114525592407	CPD-731
Row.965_104160	462.259595647323	
Row.966_2799	629.192574930165	
Row.967_73258	241.094432854466	CPD-5881,CPD-13398,C00294,N-ACETYL-SEROTONIN,N-METHYLTRYPTOPHAN,C01762
Row.968_90495	267.156373296767	CPD-13014
Row.969_94367	252.193243754268	
Row.970_86888	204.138086099478	
Row.971_55755	317.193638382304	
Row.973_2645	261.109393518777	CPD-13711,CPD-596,C00214
Row.974_87128	211.166637236362	
Row.975_3082	183.062534426158	4-GUANIDO-BUTYRAMIDE
Row.976_2316	161.093471930171	CPD-13404,CPD-3569,C00526
Row.977_95424	231.098930360304	5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE
Row.978_88980	576.326303429466	
Row.980_109239	377.219378831067	3-BETA-HYDROXY-5-ALPHA-PREGNANE-20-ONE
Row.981_127374	287.197793158692	ANDROST4ENE,CPD66-29,C05294,CPD-9610
Row.982_3664	536.692388616784	
Row.983_68816	201.088242512683	CPD-13403,CPD0-1445,C00526,C00299
Row.985_119705	261.088519306505	
Row.986_83910	225.145776951668	
Row.987_48800	347.204207114027	
Row.988_88153	295.130325603038	CPD-7710
Row.989_3501	235.130091044328	
Row.990_74594	298.104680839061	CPD-11406
Row.992_119901	263.198123933953	
Row.993_72473	196.132811322573	
Row.994_87325	359.204416866917	
Row.995_113120	309.239958984535	CPD-11409,CPD-11411,13E-11-ALPHA-HYDROXY-915-DIOXOPROST-1,17-BETA-HYDROXY-5ALPHA-ANDROSTAN-3-O,20-OH-LTB4,5Z13E-15S-1115-DIHYDROXY-9-OXOPROS,5Z13E-15S-69-ALPHA-EPOXY-11-ALPHA,5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY,5Z13E-15S-9-ALPHA15-DIHYDROXY-11-O,5Z8Z10E14Z-12S-12-HYDROPEROXYICOS,5Z8Z11Z13E-15S-15-HYDROPEROXYICOS,6E8Z11Z14Z-5S-5-HYDROPEROXYCOSA-6,6Z8E10E14Z-5S12R-512-DIHYDROXYI,ALPHA-HYDROXY-915-DIOXOPROSTANOATE,ALPHA11-ALPHA-EPOXY-15-HYDROXYTHROMBA,ALPROSTADIL,C00523,C00517,PROSTAGLANDIN-H2
Row.996_113667	310.126002877099	CPD-11673
Row.997_102199	227.16169419274	CPD-10689
Row.998_87812	166.119911124613	
Row.999_127203	289.177275258086	2-TRANS6-TRANS-FARNESAL,C01780,C00762,C00468
Row.1000_42564	493.2253858844	
Row.1001_3141	490.652110768737	
Row.1002_89985	254.136296736485	
Row.1003_46775	625.268756486421	
Row.1004_119319	331.151671813101	
Row.1005_123216	391.151546327413	
Row.1006_2471	249.182287457755	
Row.1007_26471	301.151879086208	
Row.1008_104539	441.131213133234	
Row.1009_93571	279.206115706861	C00517
Row.1010_107820	211.180359362202	
Row.1011_107587	245.078242756134	C00299
Row.1012_81230	325.162013920655	CPD-13014
Row.1014_42905	407.22533115009	
Row.1015_79662	294.205137100007	
Row.1016_130860	537.340156012164	
Row.1017_131109	493.313833823854	
Row.1018_98596	281.172150479333	
Row.1019_85045	280.13068854872	C06171,CPD-7712,CPD-7713
Row.1020_130586	437.206613530342	
Row.1021_57690	275.124988811178	CPD-7229
Row.1022_85182	236.162091106044	
Row.1023_124617	371.240659930024	13E-11-ALPHA-HYDROXY-915-DIOXOPROST-1,20-OH-LTB4,5Z13E-15S-1115-DIHYDROXY-9-OXOPROS,5Z13E-15S-69-ALPHA-EPOXY-11-ALPHA,5Z13E-15S-9-ALPHA15-DIHYDROXY-11-O,ALPHA-HYDROXY-915-DIOXOPROSTANOATE,ALPHA11-ALPHA-EPOXY-15-HYDROXYTHROMBA,PROSTAGLANDIN-H2
Row.1024_89364	209.150975869545	C00449
Row.1025_43131	484.731489737714	
Row.1027_93774	173.104727038	CPD-3743,CPD-7282,CPD-13518
Row.1028_92036	345.202875807298	C01124,C00735,CPD-11268,CPD-286,CPD-287
Row.1029_6741	172.036809856816	4-AMINO-BUTYRALDEHYDE,4-PHOSPHONOOXY-THREONINE,DIHYDROXYINDOLE
Row.1031_76272	223.09367602314	CPD-13390,CPD-13404,CPD-3569
Row.1033_57210	493.261511831489	
Row.1035_65686	841.367142758054	
Row.1036_125173	331.187977285148	
Row.1037_113995	257.114624334696	CPD-3483,CPD-7229,CPD-3617,CPD-5881,N-FORMYLKYNURENINE
Row.1038_33397	611.252983734228	
Row.1039_2716	229.155556364443	
Row.1040_110487	304.188655728158	
Row.1041_120812	266.173239905823	
Row.1042_2125	291.265490709381	3-BETA-HYDROXY-5-ALPHA-PREGNANE-20-ONE
Row.1043_128558	277.119844832256	CPD-7204
Row.1044_75021	465.212453737707	CPD-14704
Row.1045_2642	239.124926781443	N-ACETYL-BETA-GLUCOSAMINYLAMINE
Row.1046_105338	340.136677506986	
Row.1047_111601	429.282718512698	CPD66-21
Row.1049_114157	251.211606871041	
Row.1050_120228	359.24046106959	
Row.1051_54942	402.190521732448	THF
Row.1052_92609	325.162083901271	CPD-13014
Row.1053_111786	359.219237939213	17-BETA-HYDROXY-5ALPHA-ANDROSTAN-3-O,5Z8Z10E14Z-12S-12-HYDROPEROXYICOS,5Z8Z11Z13E-15S-15-HYDROPEROXYICOS,6E8Z11Z14Z-5S-5-HYDROPEROXYCOSA-6,6Z8E10E14Z-5S12R-512-DIHYDROXYI,C00523
Row.1054_39515	634.332913441998	
Row.1055_90966	289.176986231224	2-TRANS6-TRANS-FARNESAL,C01780,C00762,C00468
Row.1056_2414	109.026177333921	CMP,CPD-3710
Row.1057_65091	270.109602005658	
Row.1058_82628	287.088747926534	
Row.1059_65585	205.059652415396	OXIDIZED-GLUTATHIONE
Row.1060_2377	175.109213621776	CPD-10050,CPD-10051,CPD-260,CPD-261,CPD-9762,CPD0-1445,C01499,N-ACETYL-BETA-GLUCOSAMINYLAMINE,C00214
Row.1062_119827	331.187939881993	
Row.1063_120456	452.225814697916	
Row.1064_66688	272.125346018611	
Row.1065_121896	337.075109927021	NICOTINAMIDE_NUCLEOTIDE,C00294
Row.1066_99068	296.162213384604	
Row.1067_98853	267.192947585993	
Row.1068_108610	150.12771807326	
Row.1069_100319	287.173125618203	CPD-7836
Row.1070_39024	521.256855597884	
Row.1071_89184	251.161513951221	
Row.1072_76720	266.172521314759	
Row.1073_102644	257.114628427973	CPD-3483,CPD-7229,CPD-3617,CPD-5881,N-FORMYLKYNURENINE
Row.1074_118721	217.094719476308	CPD-2748,C01762
Row.1075_104155	310.177853726511	
Row.1077_119974	283.151539737331	
Row.1078_53612	259.142751969631	DODECANOATE
Row.1079_142398	530.358677017693	
Row.1080_58469	302.135804019353	C01735
Row.1081_115540	255.135307810763	CPD-12023
Row.1082_117275	176.143277456163	
Row.1083_51912	639.284320857329	
Row.1084_63949	275.173510304226	
Row.1085_111476	263.104237757544	C00120
Row.1086_79635	201.088316375934	CPD-13403,CPD0-1445,C00526,C00299
Row.1087_117837	223.166764913283	DODECANOATE
Row.1088_3641	272.794264973788	
Row.1089_99587	230.211293214131	
Row.1090_76422	265.18891930741	
Row.1091_63216	216.062792694421	AMINO-PARATHION,CPD-11715,D-GALACTOSAMINE-6-PHOSPHATE,ILE,LEU
Row.1092_72788	230.116253831245	CPD-11406,CPD-11428
Row.1093_104399	309.130751539975	
Row.1094_81846	214.179791967397	CPD-7238
Row.1097_118879	451.173240548956	
Row.1098_79590	264.15695211502	
Row.1099_83530	263.161467496682	
Row.1100_47640	566.331903281657	
Row.1101_108633	558.317807317003	LEUKOTRIENE-C4
Row.1102_120339	283.224251444715	5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY,ALPROSTADIL
Row.1103_119467	337.234911258008	5Z8Z10E14Z-12S-12-HYDROPEROXYICOS,5Z8Z11Z13E-15S-15-HYDROPEROXYICOS,6E8Z11Z14Z-5S-5-HYDROPEROXYCOSA-6,6Z8E10E14Z-5S12R-512-DIHYDROXYI,5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY,ALPROSTADIL,CPD-13086,CPD-8892
Row.1104_69978	297.166732857708	CPD-11962
Row.1105_3031	748.510422212654	
Row.1106_129994	357.261102278485	
Row.1107_62856	264.195336908141	
Row.1108_107516	432.237733149916	
Row.1109_72740	323.125193475004	CPD-12016,CPD-2752
Row.1110_79716	293.135586339122	CPD-14601
Row.1111_78782	358.147005182832	
Row.1112_70850	311.218900220821	
Row.1113_85203	211.072601148926	C00881,C00526
Row.1114_101508	322.236995408509	
Row.1116_70497	251.161380992856	
Row.1117_86641	309.086135524106	CPD-9700,NMNH
Row.1118_65777	221.126632739788	7E9E11Z14Z-5S6R-6-CYSTEIN-S-YL,CPD-1097,CPD-12014,CPD-12022
Row.1120_129172	321.18211073289	
Row.1122_102957	241.029232425806	CYSTINE
Row.1123_71446	275.088569435926	
Row.1124_3224	564.58526638468	
Row.1125_103577	248.163617923481	
Row.1126_59430	361.219592422532	
Row.1127_115659	193.119903441152	N-ACETYL-BETA-GLUCOSAMINYLAMINE
Row.1128_3742	342.799744420818	
Row.1129_131501	361.234896545264	ALPHA-ANDROSTAN-3BETA17BETA-DIOL,CPD-13179
Row.1130_95628	233.10474445282	
Row.1131_95766	210.088742146295	CPD-13401,CPD-13227,C00881
Row.1132_99921	180.135711584999	
Row.1133_2109	259.166446327208	
Row.1134_102325	298.178265184846	
Row.1135_120786	167.104227071512	CPD-195
Row.1136_62741	254.173791882781	
Row.1137_124110	343.22437689815	
Row.1138_96331	283.187761180702	C02567
