Term	Description	p.Val	FDR	Phenotype	Gene_Hits	Gene_Total	Gene_Ratio	NES	Ionization
NORADRENALINE AND ADRENALINE DEGRADATION	NORADRENALINE AND ADRENALINE DEGRADATION	0.8067	0.942	+1	4	20	0.2	0.729	positive
MELATONIN DEGRADATION II	MELATONIN DEGRADATION II	0.8344	0.942	-1	5	13	0.384615384615385	-0.69	positive
&ALPHA;-TOCOPHEROL DEGRADATION	&ALPHA;-TOCOPHEROL DEGRADATION	0.694	0.942	+1	2	9	0.222222222222222	0.8789	positive
NICOTINE DEGRADATION IV	NICOTINE DEGRADATION IV	0.7918	0.942	-1	12	30	0.4	-0.7691	positive
NICOTINE DEGRADATION III	NICOTINE DEGRADATION III	0.7115	0.942	-1	13	26	0.5	-0.8178	positive
KETOGENESIS	KETOGENESIS	0.7617	0.942	-1	2	12	0.166666666666667	-0.7779	positive
KETOLYSIS	KETOLYSIS	0.8541	0.942	+1	3	10	0.3	0.7024	positive
PENTOSE PHOSPHATE PATHWAY (NON-OXIDATIVE BRANCH)	PENTOSE PHOSPHATE PATHWAY (NON-OXIDATIVE BRANCH)	0.8656	0.942	-1	1	7	0.142857142857143	-0.7577	positive
THREONINE DEGRADATION II	THREONINE DEGRADATION II	0.8778	0.9476	-1	2	8	0.25	-0.6434	positive
ALL-<I>TRANS</I>-DECAPRENYL DIPHOSPHATE BIOSYNTHESIS	ALL-<I>TRANS</I>-DECAPRENYL DIPHOSPHATE BIOSYNTHESIS	0.9185	0.9722	-1	2	4	0.5	-0.5901	positive
LEUKOTRIENE BIOSYNTHESIS	LEUKOTRIENE BIOSYNTHESIS	0.921	0.9722	+1	7	13	0.538461538461538	0.6161	positive
METHYLGLYOXAL DEGRADATION I	METHYLGLYOXAL DEGRADATION I	0.9129	0.9722	-1	3	9	0.333333333333333	-0.601	positive
THYMINE DEGRADATION	THYMINE DEGRADATION	0.9145	0.9722	-1	2	10	0.2	-0.5994	positive
RETINOL BIOSYNTHESIS	RETINOL BIOSYNTHESIS	0.9491	0.9747	-1	1	17	0.0588235294117647	-0.6946	positive
RETINOATE BIOSYNTHESIS I	RETINOATE BIOSYNTHESIS I	0.9491	0.9747	-1	1	11	0.0909090909090909	-0.6946	positive
RETINOATE BIOSYNTHESIS II	RETINOATE BIOSYNTHESIS II	0.9491	0.9747	-1	1	10	0.1	-0.6946	positive
PYRIDOXAL 5'-PHOSPHATE SALVAGE PATHWAY	PYRIDOXAL 5'-PHOSPHATE SALVAGE PATHWAY	0.945	0.9747	-1	2	13	0.153846153846154	-0.5614	positive
MORPHINE BIOSYNTHESIS	MORPHINE BIOSYNTHESIS	0.9367	0.9747	+1	8	27	0.296296296296296	0.5664	positive
OLEATE BIOSYNTHESIS II (ANIMALS)	OLEATE BIOSYNTHESIS II (ANIMALS)	0.9687	0.985	+1	1	9	0.111111111111111	0.6893	positive
TYROSINE DEGRADATION I	TYROSINE DEGRADATION I	0.9695	0.985	-1	2	13	0.153846153846154	-0.4969	positive
PROLINE BIOSYNTHESIS I	PROLINE BIOSYNTHESIS I	0.9837	0.9857	-1	2	14	0.142857142857143	-0.4578	positive
PREGNENOLONE BIOSYNTHESIS	PREGNENOLONE BIOSYNTHESIS	0.9857	0.9857	-1	1	9	0.111111111111111	-0.6771	positive
ANANDAMIDE DEGRADATION	ANANDAMIDE DEGRADATION	0.9765	0.9857	+1	1	4	0.25	0.6858	positive
