Gene	feature_identifier	Protein	P.Value	adj.P.Val	logFC	AveExpr
ILK	ILK_Q13418	Q13418	0.00179434388764281	0.00749097037352735	-0.183114665522748	17.0060413502817
DNAJC7	DNAJC7_Q99615	Q99615	0.00179590666091228	0.00749315827173002	-0.16634417952503	17.1040164412208
TSR2	TSR2_Q969E8	Q969E8	0.00179730808979181	0.00749467084379083	-0.243857208317479	15.0889243957302
TES	TES_Q9UGI8	Q9UGI8	0.00181196106345707	0.00755128370930671	-0.23921697843252	17.2644914577118
CORO7	CORO7_P57737	P57737	0.00181297801282495	0.00755128370930671	-0.195456088875321	15.8442158160413
EHMT2	EHMT2_Q96KQ7	Q96KQ7	0.00182085782075587	0.00757906873981473	0.199658421693897	17.0727882976728
MTIF2	MTIF2_P46199	P46199	0.0018217500963181	0.00757906873981473	0.181264791050626	17.0195884296061
SENP1	SENP1_Q9P0U3	Q9P0U3	0.00183136299950976	0.0076146701316792	0.206313439809573	14.691503581676
UBE2V2	UBE2V2_Q15819	Q15819	0.00183354142722538	0.0076193363225829	-0.251792973408337	13.8498784375587
POLDIP2	POLDIP2_Q9Y2S7	Q9Y2S7	0.00183563328182626	0.00762363759072805	0.233577539981454	17.6311390044887
COL4A2	COL4A2_P08572	P08572	0.00184265346942395	0.00764839017745935	0.139112647029467	16.1140969660297
APEX1	APEX1_P27695	P27695	0.00185288211599944	0.00768642414308219	-0.248017583171958	17.7354881202587
RWDD4	RWDD4_Q6NW29	Q6NW29	0.00185821606382064	0.00770412108298972	-0.361727102645473	14.3579180271808
PNPO	PNPO_Q9NVS9	Q9NVS9	0.00186078034387366	0.0077103213099969	-0.295680769917974	15.4591066639509
MON1B	MON1B_Q7L1V2	Q7L1V2	0.0018639995228302	0.00771767617646894	-0.224643358255891	15.0364410274323
MYL12A	MYL12A_P19105	P19105	0.00186469497859514	0.00771767617646894	-0.331393825925645	18.9720387257908
FBXO28	FBXO28_Q9NVF7	Q9NVF7	0.0018664667787136	0.00772057989772931	0.196929748692176	14.1060852193747
GNE	GNE_Q9Y223	Q9Y223	0.00187623358230495	0.0077565324141822	-0.228648341237271	16.2154607815188
MRPL40	MRPL40_Q9NQ50	Q9NQ50	0.00187953435491666	0.00776076374912117	0.199090279586908	14.7720425375127
FBXO45	FBXO45_P0C2W1	P0C2W1	0.00187998207664005	0.00776076374912117	0.176193034724042	13.8401443217408
ODR4	ODR4_Q5SWX8	Q5SWX8	0.00188145601337409	0.00776076374912117	0.206728347722077	15.779860158483
SH3KBP1	SH3KBP1_Q96B97	Q96B97	0.00188156027130759	0.00776076374912117	-0.332722210906992	15.1606747404802
NDUFAF7	NDUFAF7_Q7L592	Q7L592	0.0018834596795304	0.0077641589303613	-0.242908757719144	13.6609506720231
MPP1	MPP1_Q00013	Q00013	0.00188888189623671	0.00778206396313626	0.237752624049945	15.9646861583123
PPP1R11	PPP1R11_O60927	O60927	0.00189062717649967	0.00778480847675148	-0.546744119178372	13.3634139453773
INPP4A	INPP4A_Q96PE3	Q96PE3	0.00189438313825237	0.00779582427801063	-0.212377566729442	14.4628275711985
PRPSAP1	PRPSAP1_Q14558	Q14558	0.00189624401041416	0.00779903323325414	-0.179440965468423	16.6174273801268
CPPED1	CPPED1_Q9BRF8	Q9BRF8	0.00189771800773527	0.00780064826655397	-0.331058360357217	13.4512906721137
HLA-C	HLA-C_Q07000	Q07000	0.00190351668257767	0.00781688458497986	0.302440898256576	14.8250945585947
CPSF1	CPSF1_Q10570	Q10570	0.00190383507288739	0.00781688458497986	0.358159163547292	18.8336984363117
VPS37C	VPS37C_A5D8V6	A5D8V6	0.00190528948025741	0.00781840632000965	-0.332211943849465	14.6947290412346
SMPD1	SMPD1_P17405	P17405	0.00191000435006954	0.00783329811336082	0.187712858568108	15.873884742354
PTPN2	PTPN2_P17706	P17706	0.00191241786211405	0.00783874003255157	0.179572320495254	17.5746031740705
SLIRP	SLIRP_Q9GZT3	Q9GZT3	0.00191541393498034	0.00784656225266788	0.228019094215973	17.2767051858198
RABL3	RABL3_Q5HYI8	Q5HYI8	0.00191796240405743	0.00785254300957452	-0.212739370756495	17.9263224553474
TSC22D2	TSC22D2_O75157	O75157	0.00192063930683413	0.00785904251815168	0.298822110953214	15.1133515309161
FBXO6	FBXO6_Q9NRD1	Q9NRD1	0.00192314337245317	0.00786178450395156	-0.507534733667669	10.8592558902948
TADA2B	TADA2B_Q86TJ2	Q86TJ2	0.00192348900048163	0.00786178450395156	0.301490158376124	14.2659402263801
HNRNPK	HNRNPK_P61978	P61978	0.00192595543490023	0.0078674079883184	0.241756026117798	19.2840381682372
ARHGAP17	ARHGAP17_Q68EM7	Q68EM7	0.00193235458735097	0.00788908092425008	-0.308739911191649	15.0209552914581
MGME1	MGME1_Q9BQP7	Q9BQP7	0.001936653632888	0.00790094294733991	0.243990044410939	16.3199122375114
FAF2	FAF2_Q96CS3	Q96CS3	0.00193745052312785	0.00790094294733991	0.222678883846257	17.3716669005851
SOD3	SOD3_P08294	P08294	0.00194674321229501	0.0079343534087549	-0.132664271745837	15.70861402827
SVIL	SVIL_O95425	O95425	0.00195285438483365	0.00795476653426873	0.187631641480408	18.932946563248
ITGA6	ITGA6_P23229	P23229	0.00195607363154534	0.00796338328327769	0.20237248564445	19.7581028039398
ATAD2	ATAD2_Q6PL18	Q6PL18	0.00197159448238961	0.00802204320133032	0.230868799116951	17.9412858565973
MTMR6	MTMR6_Q9Y217	Q9Y217	0.00197347434399405	0.00802516568070636	-0.286779799089688	12.9076692086403
PCCA	PCCA_P05165	P05165	0.00198127959862437	0.0080523667743528	0.214899670302525	15.7882818693256
HBS1L	HBS1L_Q9Y450	Q9Y450	0.0019862777714314	0.008068135046794	-0.227183059363202	15.8818343945147
THOC6	THOC6_Q86W42	Q86W42	0.00198938219097359	0.0080755209181685	0.174942739487101	17.3168279023378
NAV1	NAV1_Q8NEY1	Q8NEY1	0.00199048805150589	0.0080755209181685	0.212876551534121	16.084265299602
ROCK2	ROCK2_O75116	O75116	0.00199145435450814	0.0080755209181685	-0.168049408371242	17.7232029584361
TMEM56	TMEM56_Q96MV1	Q96MV1	0.00199292350282149	0.00807693828615408	0.35555449475582	12.3301050872654
ARFGEF2	ARFGEF2_Q9Y6D5	Q9Y6D5	0.00199473748238895	0.00807975081300051	-0.23857751467272	17.5641969226288
NUDT16	NUDT16_Q96DE0	Q96DE0	0.0020020149953177	0.00810208625288457	-0.279794601970483	14.1813008052129
ELP6	ELP6_Q0PNE2	Q0PNE2	0.00200249789144624	0.00810208625288457	-0.252122359070565	14.8660546558361
MAN2A2	MAN2A2_P49641	P49641	0.00200831097098107	0.00812105120216225	0.181848943872504	15.6374651035694
LAMA3	LAMA3_Q16787	Q16787	0.00201511586491977	0.00814400327704829	-0.15338310252994	17.2051759542194
SETD1B	SETD1B_Q9UPS6	Q9UPS6	0.00202993928955469	0.00819931804862685	-0.31582720272128	13.4211411166199
CCAR1	CCAR1_Q8IX12	Q8IX12	0.00204049951971244	0.00823736068002548	0.308764767127784	17.6498235972347
RBMXL1	RBMXL1_Q96E39	Q96E39	0.00204583465159218	0.00824998154292637	0.267188095127629	15.2596755531433
RPS16	RPS16_P62249	P62249	0.0020459130829353	0.00824998154292637	0.212540734733235	17.798490795568
CSPG4	CSPG4_Q6UVK1	Q6UVK1	0.00204801240389563	0.00825383323000173	0.171028588213193	19.2339919284834
FERMT2	FERMT2_Q96AC1	Q96AC1	0.0020521204421884	0.00826385531792126	-0.180896328673494	16.562606169542
PSMB1	PSMB1_P20618	P20618	0.0020527902314548	0.00826385531792126	-0.198874464279569	17.3713213303961
ZMYM2	ZMYM2_Q9UBW7	Q9UBW7	0.00205913320507752	0.00828476683849928	0.504297122810598	13.7183768935818
ZNF580	ZNF580_Q9UK33	Q9UK33	0.00206854187261776	0.00831798275867589	0.328665438031582	12.8198299087837
PPP6C	PPP6C_O00743	O00743	0.00207530330616163	0.00834052259089135	-0.367992204681771	15.6842432723496
SLC7A5	SLC7A5_Q01650	Q01650	0.00207854673143973	0.00834890652594999	-0.230357604853419	15.9010171662413
COPA	COPA_P53621	P53621	0.00209196745953356	0.00839770827347314	-0.17898206140665	19.3761241898443
SCLY	SCLY_Q96I15	Q96I15	0.00209302460156705	0.00839770827347314	-0.274397780274997	15.1876523293883
EEF1E1	EEF1E1_O43324	O43324	0.00209630505728949	0.00840619493234372	-0.414337829267286	16.4563263395448
CASP6	CASP6_P55212	P55212	0.00209841905001769	0.00840999723712646	-0.462867410620612	12.8115794630557
RTCA	RTCA_O00442	O00442	0.00210082620914708	0.00841496961287452	-0.402371243343286	13.9632359314737
MUT	MUT_P22033	P22033	0.00210306205555412	0.00841925064859456	0.195945035705348	15.8603190050878
GMPR	GMPR_P36959	P36959	0.00210434397260136	0.00841971015992578	-0.257211811445117	14.0686074863592
CRNKL1	CRNKL1_Q9BZJ0	Q9BZJ0	0.0021145043803172	0.0084556732813793	0.250216236206217	16.8712203785642
EPS15	EPS15_P42566	P42566	0.0021304143649444	0.00851457574997722	-0.187386259169635	16.5717144422202
USP33	USP33_Q8TEY7	Q8TEY7	0.0021355343559808	0.00853031275971509	0.251023784731368	14.392242732106
RPL9	RPL9_P32969	P32969	0.00213716373050807	0.00853209692965425	0.255057588333457	13.4601969962654
PPOX	PPOX_P50336	P50336	0.00214210905722559	0.00854376196729576	0.212786454538033	17.3643868398713
MAP4K4	MAP4K4_O95819	O95819	0.00214245431090075	0.00854376196729576	0.146398515314072	17.7958622307288
PSIP1	PSIP1_O75475	O75475	0.00214450066645691	0.00854719768387853	0.339382610305753	14.5405777444423
ARHGAP29	ARHGAP29_Q52LW3	Q52LW3	0.0021473579982448	0.00855386007693979	-0.220441901769966	17.3251578586573
UGGT1	UGGT1_Q9NYU2	Q9NYU2	0.00214902168029535	0.00855576291481825	-0.14088571411267	18.8862611336689
TNPO2	TNPO2_O14787	O14787	0.00215524325838197	0.00856853892669483	-0.219494985989162	14.8257303407645
PSMG2	PSMG2_Q969U7	Q969U7	0.0021560799272371	0.00856853892669483	-0.250727301044567	16.5466556648559
HSDL1	HSDL1_Q3SXM5	Q3SXM5	0.00215626256517216	0.00856853892669483	0.448602641291734	13.6005582796872
RUNX1	RUNX1_Q01196	Q01196	0.00215698179801467	0.00856853892669483	0.151088827689088	15.6512946835486
ABCC4	ABCC4_O15439	O15439	0.0021604889510646	0.00857774754704458	-0.161860172812247	17.1039816055149
IFI35	IFI35_P80217	P80217	0.00216549113313182	0.0085830692938073	-0.241248429010891	16.1352927097415
SUGP1	SUGP1_Q8IWZ8	Q8IWZ8	0.00216599050201182	0.0085830692938073	0.266599626729134	15.120760025011
HIST1H4A	HIST1H4A_P62805	P62805	0.00216757333304218	0.0085830692938073	0.555731795174086	19.1945671295244
ZADH2	ZADH2_Q8N4Q0	Q8N4Q0	0.00216803106411856	0.0085830692938073	0.199429758149096	15.7541383803925
IL10RB	IL10RB_Q08334	Q08334	0.00216850865521096	0.0085830692938073	-0.251481491048525	15.0323188435699
LMO7	LMO7_Q8WWI1	Q8WWI1	0.00216909886817273	0.0085830692938073	0.207085822184933	18.5293007553912
DCTPP1	DCTPP1_Q9H773	Q9H773	0.00217015780314728	0.0085830692938073	-0.325890109991468	15.3708893941435
RNF185	RNF185_Q96GF1	Q96GF1	0.0021724220847775	0.00858731666826568	0.198312775560929	15.4959576823689
AIM1	AIM1_Q9Y4K1	Q9Y4K1	0.00217815808874475	0.0086052751655009	0.200042391285212	16.2183543569611
LUC7L3	LUC7L3_O95232	O95232	0.00217939398245324	0.00860544509546672	0.29299753973557	16.5430205867994
RRP9	RRP9_O43818	O43818	0.00218254962090595	0.00861319090000849	0.156643321989762	18.1014605857022
PLS1	PLS1_Q14651	Q14651	0.0021860705993996	0.00862236922037655	-0.383555963584147	13.6583792869614
PVR	PVR_P15151	P15151	0.00218755852318464	0.0086235230525978	0.171535631541264	16.1813226854239
VCPIP1	VCPIP1_Q96JH7	Q96JH7	0.00219746582830381	0.00865784734319155	-0.263766786414108	13.732528594538
CDK11A	CDK11A_Q9UQ88	Q9UQ88	0.0022103210119174	0.00870238850165085	0.282669678394878	17.504813732695
USP4	USP4_Q13107	Q13107	0.00221118354914416	0.00870238850165085	-0.263245138291845	13.9610265709841
CSE1L	CSE1L_P55060	P55060	0.00221272203898457	0.00870369508682372	-0.169168060048374	19.1206515453239
DGCR2	DGCR2_P98153	P98153	0.00221613224165524	0.00871235857836562	-0.286045608179409	14.2110592945306
MSRB2	MSRB2_Q9Y3D2	Q9Y3D2	0.00222148896220748	0.00872866087873898	0.179178108793181	16.0344673421033
IMPDH1	IMPDH1_P20839	P20839	0.00223059551478231	0.00875967122680435	-0.241773785731404	16.3970340182406
UBA5	UBA5_Q9GZZ9	Q9GZZ9	0.002236767125705	0.00877912842482908	-0.3667172044486	14.0135054660839
MFSD8	MFSD8_Q8NHS3	Q8NHS3	0.00224033053567036	0.00878556927357036	-0.305504992960479	14.2016311059641
AQP5	AQP5_P55064	P55064	0.0022408438402231	0.00878556927357036	0.184321635057668	13.9695971311224
PARD3B	PARD3B_Q8TEW8	Q8TEW8	0.0022470813378497	0.00880523887628881	-0.262199212054103	13.8901949407358
ERBB3	ERBB3_P21860	P21860	0.00224982520824791	0.0088112046972315	0.348771748497279	13.0275292257215
ACAD8	ACAD8_Q9UKU7	Q9UKU7	0.00225537609296633	0.00882504466698976	0.166904997493965	18.1913653621577
CSTF2T	CSTF2T_Q9H0L4	Q9H0L4	0.00225585286360355	0.00882504466698976	0.211284513654729	16.7581242560917
H2AFY	H2AFY_O75367	O75367	0.00225702902836098	0.00882504466698976	0.210773192492837	17.3424815917373
SPATA7	SPATA7_Q9P0W8	Q9P0W8	0.00226304711423441	0.00884378216797781	-2.23096430525736	12.5146976783574
TCAF1	TCAF1_Q9Y4C2	Q9Y4C2	0.00226481626989731	0.00884512641802796	-0.227606117036501	17.4372347063851
GOLGA4	GOLGA4_Q13439	Q13439	0.00226807099811837	0.00884512641802796	0.168118257363748	18.0025481208075
DNAJC21	DNAJC21_Q5F1R6	Q5F1R6	0.00226821177054893	0.00884512641802796	-0.250721943968816	14.1884568931896
WRAP53	WRAP53_Q9BUR4	Q9BUR4	0.00226829551890099	0.00884512641802796	0.307154311234747	14.9211211706532
FUBP3	FUBP3_Q96I24	Q96I24	0.0022722361024344	0.00885570569581942	0.195616333219021	18.0809031359952
ARHGAP1	ARHGAP1_Q07960	Q07960	0.00227550327428758	0.00886365044314827	-0.225856331312599	17.587349986328
TMX2	TMX2_Q9Y320	Q9Y320	0.00229060207158614	0.0089176488636926	-0.263171803287298	15.9518208681091
CHD2	CHD2_O14647	O14647	0.00230060235425461	0.00895175047658725	0.267710880182179	16.1414682243361
FUNDC2	FUNDC2_Q9BWH2	Q9BWH2	0.00230979288630084	0.00898266624354409	-0.234692639460492	16.0461751123667
CIZ1	CIZ1_Q9ULV3	Q9ULV3	0.00231446339902539	0.00899384583996284	0.174728407849168	16.0191688483052
ATPAF1	ATPAF1_Q5TC12	Q5TC12	0.00231609450308999	0.00899384583996284	0.23875289918551	15.65069471326
MYO1C	MYO1C_O00159	O00159	0.00231956869435963	0.00899384583996284	0.179590835693833	19.6826676057691
VIPAS39	VIPAS39_Q9H9C1	Q9H9C1	0.00231984843831042	0.00899384583996284	-0.236555045205575	12.7185586254763
SNRPB2	SNRPB2_P08579	P08579	0.00232006312519129	0.00899384583996284	0.292266973703835	14.3995283043174
PIP4K2A	PIP4K2A_P48426	P48426	0.00232014792184237	0.00899384583996284	-0.210473155265174	16.4988079892624
CD274	CD274_Q9NZQ7	Q9NZQ7	0.00232394815224787	0.00900373897439107	0.559577768947822	10.7314787328125
ADAM28	ADAM28_Q9UKQ2	Q9UKQ2	0.00232857093627969	0.00901680662067724	0.266801599757477	14.5288489828011
NDUFB8	NDUFB8_O95169	O95169	0.00233303791951249	0.00902925727004458	-0.151540343471869	16.5744203182317
TEX264	TEX264_Q9Y6I9	Q9Y6I9	0.00233771399024461	0.00904250333813652	-0.187257221040385	15.8254364450216
C8orf33	C8orf33_Q9H7E9	Q9H7E9	0.00234018413754256	0.00904720705693034	-0.190114734756321	16.3620692822363
VPRBP	VPRBP_Q9Y4B6	Q9Y4B6	0.00235749036021898	0.00910923163289755	0.298406904279872	16.3722492440257
BTF3L4	BTF3L4_Q96K17	Q96K17	0.00236576027288269	0.00913529727959315	-0.304198180159771	13.5117137982945
CHST11	CHST11_Q9NPF2	Q9NPF2	0.00236676886825057	0.00913529727959315	-0.226244609191202	15.3032720729157
EXD2	EXD2_Q9NVH0	Q9NVH0	0.00237895118876553	0.0091774084897083	0.168209308927299	16.6267776510304
ATL1	ATL1_Q8WXF7	Q8WXF7	0.00238522650309704	0.00919669908783648	0.252314039899623	14.3385952540565
ACSF3	ACSF3_Q4G176	Q4G176	0.00239906173919864	0.0092451022364204	0.287023508351222	16.349622715533
EXOSC2	EXOSC2_Q13868	Q13868	0.00241312980513271	0.00929435046141344	0.181001069638576	16.0355527389779
TPRG1L	TPRG1L_Q5T0D9	Q5T0D9	0.00241909502890104	0.00931235407603634	-0.193285983874091	16.1291875962536
SARDH	SARDH_Q9UL12	Q9UL12	0.00242061185688689	0.00931322343231039	0.17955888041589	16.1700596755629
EIF1AD	EIF1AD_Q8N9N8	Q8N9N8	0.00242649629222612	0.00933088712799534	-0.208613853058337	13.8964806471719
OGFR	OGFR_Q9NZT2	Q9NZT2	0.00244037827367748	0.0093792695078899	-0.225507331979397	17.9919339035076
L1CAM	L1CAM_P32004	P32004	0.00244388931832852	0.00938460721821095	0.170519271780115	19.2021650705999
SH3RF1	SH3RF1_Q7Z6J0	Q7Z6J0	0.00244436886096734	0.00938460721821095	-0.439897343009413	12.9330002817146
INTS1	INTS1_Q8N201	Q8N201	0.00244750696325767	0.0093916570387983	0.200217788102165	18.2277841149454
ZEB1	ZEB1_P37275	P37275	0.0024498235399061	0.00939554865331344	0.448243312458505	14.1446273649058
SCYL1	SCYL1_Q96KG9	Q96KG9	0.00245272511142454	0.00940167850893552	-0.182981776439199	16.5843383356453
EVI5L	EVI5L_Q96CN4	Q96CN4	0.00245968885324636	0.00942336451796032	-0.388133137656842	14.7663913265764
PLCG1	PLCG1_P19174	P19174	0.00246162867296819	0.00942579047069668	-0.155631696897554	16.8941264065139
DPH5	DPH5_Q9H2P9	Q9H2P9	0.00246619921654801	0.00943828177622141	0.328515404832659	14.3117145459127
BOD1L1	BOD1L1_Q8NFC6	Q8NFC6	0.00247863448778199	0.00948084262717885	0.252571982557637	15.851131863596
METTL7A	METTL7A_Q9H8H3	Q9H8H3	0.00248142519622696	0.00948648721016495	0.337732673723684	14.8629911077247
BCAR3	BCAR3_O75815	O75815	0.00248512052590427	0.00949558234844991	-0.202038526309323	15.9766416731615
SNX1	SNX1_Q13596	Q13596	0.00249047555411785	0.00951100616591114	-0.199836294300194	15.2760020716648
YAP1	YAP1_P46937	P46937	0.00249606586395452	0.00952731171564441	-0.178294585863039	16.8519638695059
UBXN1	UBXN1_Q04323	Q04323	0.00250003787274418	0.0095374263426634	-0.275034363144442	16.3682943415465
LMNB1	LMNB1_P20700	P20700	0.00250363985973159	0.00954611942288779	0.213016273528254	19.9113470886859
IGFBP3	IGFBP3_P17936	P17936	0.00251723160375533	0.00959287310591176	-0.370663523167332	12.3797800793669
NELFCD	NELFCD_Q8IXH7	Q8IXH7	0.00251879894664086	0.00959377803646629	0.148453640685055	16.5460601453779
LOXL4	LOXL4_Q96JB6	Q96JB6	0.00252437510843754	0.00960531527091187	-0.147015002938335	18.2503757675195
TOR3A	TOR3A_Q9H497	Q9H497	0.00252449095559314	0.00960531527091187	0.331135265005232	14.5293895896937
HTATSF1	HTATSF1_O43719	O43719	0.00253283912702238	0.00963199866227698	0.265720078218852	16.4104781866476
GNAI3	GNAI3_P08754	P08754	0.0025389124443884	0.00964802331609054	0.289881072660737	16.804146709503
ERRFI1	ERRFI1_Q9UJM3	Q9UJM3	0.00253998753241685	0.00964802331609054	0.357709675767069	14.0621808168648
NUP50	NUP50_Q9UKX7	Q9UKX7	0.00254106519276019	0.00964802331609054	0.221660178521834	16.3917751647734
STX3	STX3_Q13277	Q13277	0.00254282146920662	0.00964815468038814	-0.20575877259386	16.3369026521042
IDH2	IDH2_P48735	P48735	0.00254433290514227	0.00964815468038814	0.208219626640549	16.2548020653597
STC1	STC1_P52823	P52823	0.00254511205389224	0.00964815468038814	0.233804563988169	13.9279674770367
AP1S3	AP1S3_Q96PC3	Q96PC3	0.0025470757879534	0.00965052769658393	0.274598400630198	14.7138667452705
SYMPK	SYMPK_Q92797	Q92797	0.00255159352266217	0.00966256990681622	0.188851440608133	17.7238176870288
DENR	DENR_O43583	O43583	0.00256346378212399	0.00970242797704223	-0.364144171721534	14.1358133422771
SHOC2	SHOC2_Q9UQ13	Q9UQ13	0.00256927808403832	0.0097193351328015	0.341529835797392	15.0106644365996
CDC37	CDC37_Q16543	Q16543	0.00257387162124443	0.00972758758654045	-0.442796159453682	16.4398564873287
PDK3	PDK3_Q15120	Q15120	0.00257711668337583	0.00972758758654045	0.234694011609388	15.8714983817383
PDSS2	PDSS2_Q86YH6	Q86YH6	0.00257756713601636	0.00972758758654045	0.190313939561342	16.2230683140767
LDLR	LDLR_P01130	P01130	0.00257808639957155	0.00972758758654045	-0.204087083348639	18.5642819765651
GPR116	GPR116_Q8IZF2	Q8IZF2	0.00257820175567859	0.00972758758654045	0.228698783981448	16.0750367763286
PPWD1	PPWD1_Q96BP3	Q96BP3	0.00258479935432372	0.00974738240569331	0.2433834215967	15.9792947871993
TPX2	TPX2_Q9ULW0	Q9ULW0	0.00259151974544654	0.00976761935404982	0.322319288041349	15.4664833869066
XAGE1A	XAGE1A_Q9HD64	Q9HD64	0.00259458992454177	0.00977408444681166	-0.288577517746448	11.1900183996345
PHC2	PHC2_Q8IXK0	Q8IXK0	0.00259830656121148	0.00977563875186391	0.324790585618235	16.3949982718223
TWF2	TWF2_Q6IBS0	Q6IBS0	0.00259900285410586	0.00977563875186391	-0.182414878381728	17.7670371693037
TTC39C	TTC39C_Q8N584	Q8N584	0.0025990678023392	0.00977563875186391	-0.376855139762702	14.0997286703556
NUP107	NUP107_P57740	P57740	0.00260765068595905	0.00979903007756381	0.185937299002742	17.8259074960776
LCHN	LCHN_A4D1U4	A4D1U4	0.00260800356929893	0.00979903007756381	0.20393750285989	16.4443013730453
YIPF6	YIPF6_Q96EC8	Q96EC8	0.00261113020630028	0.00980548287434515	0.179255623307379	15.5848940315949
DNAJC14	DNAJC14_Q6Y2X3	Q6Y2X3	0.00261243943505564	0.00980548287434515	0.154960446488074	15.4332005546535
HYAL2	HYAL2_Q12891	Q12891	0.00261526688176532	0.00981099078786011	0.271715413931997	13.2738521430115
ARHGEF10	ARHGEF10_O15013	O15013	0.00261761570929756	0.00981469840274045	-0.121470370516855	13.7156660355082
CABLES2	CABLES2_Q9BTV7	Q9BTV7	0.00263359296942751	0.00986947515919484	-0.452780149437064	11.9626858328203
DTNB	DTNB_O60941	O60941	0.00263994833195404	0.00988815538251114	0.186249013038926	12.7571650777258
PSMB2	PSMB2_P49721	P49721	0.00264345355362802	0.00989614630818502	-0.409421455469747	16.2139884494709
PHF23	PHF23_Q9BUL5	Q9BUL5	0.00264686720655998	0.00990378632164092	0.348388438903459	15.3307229960279
PI4KB	PI4KB_Q9UBF8	Q9UBF8	0.00265538663556533	0.00993051279884306	0.297590261914648	13.7907392258345
ASCC3	ASCC3_Q8N3C0	Q8N3C0	0.00266459337056794	0.00995894430257287	0.224556986745169	15.6161675011364
PRPF38A	PRPF38A_Q8NAV1	Q8NAV1	0.00266575013144832	0.00995894430257287	0.255780562917092	14.9952714281001
GOLGA1	GOLGA1_Q92805	Q92805	0.00266973165183537	0.00996436438771243	0.259990318382098	17.2891807952266
TFB1M	TFB1M_Q8WVM0	Q8WVM0	0.00266996345459497	0.00996436438771243	0.182989096173056	16.6486744243109
PSMD6	PSMD6_Q15008	Q15008	0.00268751170712507	0.0100246687979319	-0.156536528069527	18.1639728380452
HERPUD1	HERPUD1_Q15011	Q15011	0.00268974564474104	0.0100278165794118	-0.26691397401334	15.5356866693333
KRI1	KRI1_Q8N9T8	Q8N9T8	0.00270068188706109	0.0100633879820551	0.161678908505586	16.0798198182414
WDR46	WDR46_O15213	O15213	0.0027045800950693	0.0100680794181107	0.156540877784138	16.4839244534048
GPAA1	GPAA1_O43292	O43292	0.00270473217525624	0.0100680794181107	0.156656987071514	17.1651684914059
PFDN4	PFDN4_Q9NQP4	Q9NQP4	0.00270636074103972	0.0100689460473752	-0.258063086582611	15.8888288700369
ARHGEF18	ARHGEF18_Q6ZSZ5	Q6ZSZ5	0.00271041144819314	0.0100788186532296	-0.266216989889873	16.9540427219327
ARHGEF40	ARHGEF40_Q8TER5	Q8TER5	0.00272000215479226	0.0101092712749466	0.233518926908181	14.8106274139795
NOP56	NOP56_O00567	O00567	0.00273391846041096	0.0101557609543793	0.146356581059763	17.8983161380182
FHOD1	FHOD1_Q9Y613	Q9Y613	0.00273878872007721	0.0101686164830865	0.144830456778063	17.9549045032225
BRMS1L	BRMS1L_Q5PSV4	Q5PSV4	0.00274317960876306	0.0101796798856053	0.274663442847373	13.0224349492199
EIF4A3	EIF4A3_P38919	P38919	0.00274781731022447	0.0101880686145919	0.137125402070716	17.856350743834
CA12	CA12_O43570	O43570	0.00274874148398526	0.0101880686145919	0.375928301162698	16.542670516869
FOSL2	FOSL2_P15408	P15408	0.00275063469435591	0.0101880686145919	0.421657086504851	14.2523411155288
ITGB3	ITGB3_P05106	P05106	0.00275108922390145	0.0101880686145919	-0.21286940196722	15.1911167891455
JMY	JMY_Q8N9B5	Q8N9B5	0.00275408138380623	0.0101939164201017	-0.190837487339957	15.8872598281267
EMSY	EMSY_Q7Z589	Q7Z589	0.00276351553951588	0.0102235903087526	0.465812854998054	15.0230345429059
RPS3	RPS3_P23396	P23396	0.00277125154418942	0.0102469547102934	0.203949975367959	18.7826872640241
MYH9	MYH9_P35579	P35579	0.00277475060197546	0.0102500381156574	-0.227887239183179	20.9381555731324
DAGLB	DAGLB_Q8NCG7	Q8NCG7	0.00277492714719697	0.0102500381156574	-0.20683950889434	17.1107615230904
ENAH	ENAH_Q8N8S7	Q8N8S7	0.00278438527563589	0.0102749812491214	-0.222895639621878	16.631197566246
BUB3	BUB3_O43684	O43684	0.00278502709423996	0.0102749812491214	0.231527176372317	16.2303817936304
MSH6	MSH6_P52701	P52701	0.00278595277561429	0.0102749812491214	0.161513684104239	17.0392720604627
IKBKG	IKBKG_Q9Y6K9	Q9Y6K9	0.00278764280624007	0.0102759607584138	-0.15056553368154	17.051658802476
BMP4	BMP4_P12644	P12644	0.00279308710052907	0.0102880113188374	-0.19130879126463	14.8842784028379
DHX16	DHX16_O60231	O60231	0.00279376409392882	0.0102880113188374	0.165863910676727	17.9954402040332
UMPS	UMPS_P11172	P11172	0.00279695623690479	0.0102922332658401	-0.254226358315941	15.9603213456606
HIP1R	HIP1R_O75146	O75146	0.00279776399144892	0.0102922332658401	0.177466605076578	17.7583179833779
HN1	HN1_Q9UK76	Q9UK76	0.00280071016933885	0.0102953978460691	-0.371761784293486	15.4793759704975
PHIP	PHIP_Q8WWQ0	Q8WWQ0	0.00280147851009614	0.0102953978460691	0.227823341908419	17.0224185629687
MMS22L	MMS22L_Q6ZRQ5	Q6ZRQ5	0.00281090576708687	0.0103247831994728	0.238528742809384	15.9441236124598
FBXO7	FBXO7_Q9Y3I1	Q9Y3I1	0.00282204924244277	0.0103604393053344	-0.315418134568715	14.8027713895067
VPS25	VPS25_Q9BRG1	Q9BRG1	0.00282640780580502	0.0103673668634974	-0.228780778542946	15.7889749989787
